"2016
Shs’000",Column,"2016
Shs’000",Column
"3,210,969",,"2,943,672",
"883,497",,"1,140,487",
"8,981,584",,"8,981,584",
"3,229,945",,"3,229,945",
"2,757,763",,"2,757,763",
"359,961",,"359,961",
"9,969,745",,"9,932,652",
"10,675,518",,"10,926,272",
"40,068,982","41,423,899","40,272,336","41,141,067"
