Number of CHVs trained,3360
Number of community members reached,"300,000"
Number of Counties reached,14
CHVs training completion percentage,92%
CHVs average performance,80%
Percentage increase in immunizations,32%
Percentage i increase in skilled deliveries,100%
Percentage increase in antenatal visits,22%
Percentage attrition rate,1%
