"2025
KShs’m"
–
107.4
134.9
17.0
35.7
41.9
0.9
1.3
36.4
"1,039.7"
"1,188.2"
–
0.6
1.0
100.7
–
0.4
20.4
51.2
12.2
–
–
–
–
59.8
0.7
–
"8,879.9"
188.5
–
"3,007.8"
–
–
48.6
"14,975.2"
