"01-Apr-24
KShs’m","Credit/
(charged)
to SOCI
KShs’m","31-Mar-25
KShs’m"
(562.8),496.4,(66.4)
"(5,690.4)",(579.6),"(6,270.0)"
"(6,253.2)",(83.2),"(6,336.4)"
452.9,(244.6),208.3
"7,298.7","(1,831.3)","5,467.4"
"7,071.7",929.7,"8,001.4"
"7,034.9","4,505.7","11,540.6"
"21,858.2","3,359.5","25,217.7"
"15,605.0","3,276.3","18,881.3"
