"2016
Shs’000",Column,"2016
Shs’000",Column
"785,730",,"785,730",
"58,846",,"58,846",
"13,675",,"13,675",
"25,246",,"25,246",
-,,"106,429",
-,,"147,126",
-,,"2,472",
-,,963,
"883,497","1,296,946","1,140,487","1,468,092"
