Column,Value (KShs Bn),Column,Column,Volume (Mn),Column,Column,Revenue (KShs Bn),Column,Column,Column
Payments,HY22,HY21,% YoY,HY22,HY21,% YoY,HY22,HY21,% YoY,"%
Contribution
to growth"
B2C,"1,510.39",897.31,68.3%,205.58,120.08,71.2%,0.69,0.46,48.5%,3.2%
C2B,"2,127.00","1,149.82",85.0%,855.20,550.21,55.4%,5.51,3.88,42.1%,23.5%
B2B,50.47,40.38,25.0%,2.96,1.83,61.9%,0.05,0.04,24.2%,0.1%
LNM,653.19,404.86,61.3%,569.93,245.96,>100.0%,1.98,1.08,83.6%,13.0%
Betting,83.24,49.24,69.0%,347.80,188.30,84.7%,2.95,1.48,100.1%,21.3%
Totals,"4 , 4 2 4 . 2 9","2 , 5 4 1 . 6 1",74.1%,"1 , 9 8 1 . 4 7","1,106.38",79.1%,1 1 . 1 8,6.93,61.2%,61.2%
