2019,Column,2019
KShs’m,,KShs’m
"240,304",,"239,440"
"9,585",,"9,646"
603,,603
"250,492","233,717
510
(70,555)
(202)
(50,636)","249,689"
464,,465
"(71,818)",,"(72,450)"
"(603)
(53,590)",,"(603)
(52,935)"
"124,945","112,834
(31,908)
(301)
(1,359)
-","124,166"
"(33,660)",,"(33,660)"
(301),,(301)
"(1,370)",,"(1,369)"
-,,-
"89,614","79,266
1,830
(1,197)
10","88,836"
"2,760",,"2,742"
(520),,(473)
5,,5
"91,859","79,909
(24,620)","91,110"
"(28,460)",,"(28,235)"
"63,399","55,289","62,875"
,1.38,
1.58,,1.57
