Group,Column,Company
2018,2017,2018
Shs’m,Shs’m,Shs’m
"(19,765)","(17,750)","(19,765)"
"(11,422)","(11,416)","(11,422)"
"(9,344)","(10,176)","(9,344)"
"(7,053)","(7,360)","(7,773)"
"(6,635)","(6,177)","(6,635)"
"(7,317)","(7,239)","(7,317)"
"(5,988)","(5,702)","(5,988)"
"(1,041)",(32),"(1,126)"
"(1,990)",(930),"(1,990)"
"(70,555)","(66,782)","(71,360)"
