"Cash and
Lease Sub cash
Borrowings liabilities total equivalents Net debt
KShs’m KShs’m KShs’m KShs’m KShs’m",Column,Column,Column,Column
"(14,772.0)","(16,073.7)","(30,845.7)","26,035.9","(4,809.8)"
"(120,564.8)",–,"(120,564.8)",(475.3),"(121,040.1)"
"70,026.0","4,565.9","74,591.9",–,"74,591.9"
–,"(6,051.7)","(6,051.7)",–,"(6,051.7)"
–,"(1,772.4)","(1,772.4)",–,"(1,772.4)"
–,(184.7),(184.7),–,(184.7)
"(65,310.8)","(19,516.6)","(84,827.4)","25,560.6","(59,266.8)"
