"Current
KShs’m","Non-current
KShs’m","Total
KShs’m"
"6,411.0","48,474.3","54,885.3"
"6,207.6",439.1,"6,646.7"
"5,109.1",–,"5,109.1"
"(11,009.0)",–,"(11,009.0)"
(166.5),–,(166.6)
–,"18,864.2","18,864.2"
(215.4),"(22,151.4)","(22,366.8)"
"6,336.8","45,626.2","51,963.0"
