"2025
KShs’m"
"40,860.3"
"(23,108.4)"
"17,751.9"
"5,104.1"
"(1,785.7)"
"3,318.4"
"6,778.1"
(63.5)
"6,714.6"
"6,134.1"
"33,919.0"
