Group,Column,Company
2017,"2016
Shs’000
-
(6,220,005)",2017
Shs’000,,Shs’000
"16,544,151",,"16,544,151"
"(5,955,513)",,"(5,821,052)"
"10,588,638",-,"10,723,099"
"107,489,243","116,739,041","108,113,407"
"118,077,881","116,739,041","118,836,506"
8.97%,-,9.02%
