Year ended March 31
2017
Shs’000
"204,109,166"
"8,699,845"
"76,183"
"212,885,194"
"2,510,905"
"(66,749,520)"
"(76,183)"
"(44,960,599)"
"103,609,797"
"(29,215,294)"
"(2,331,357)"
"(345,258)"
"(1,342,500)"
"70,375,388"
"1,722,788"
"(1,484,860)"
-
"18,757"
"70,632,073"
"(22,187,655)"
"48,444,418"
-
"48,444,418"
1.21
