Column,Safaricom,Column,Column,Airtel and YU,Column,Column,Orange,Column,Column,Finserve,Column,Column
,"Mar'
2016","Mar'
2015",%,"Mar'
2016","Mar'
2015",%,"Mar'
2016","Mar'
2015",%,"Mar'
2016","Mar'
2015",%
Market share by Subscribers (%),65.60,67.10,-1.5ppt,17.50,20.20,-2.7ppt,12.50,10.80,+1.7ppt,4.40,1.90,+2.5ppt
Mobile subscribers as at (mn),25.10,23.30,7.7%,6.70,7.00,-4.3%,4.80,3.80,26.3%,1.60,0.70,+128.6%
Market share by Voice Minutes (%),76.80,71.70,+5.1ppt,14.50,21.00,-6.5ppt,8.30,7.10,+1.2ppt,0.40,0.20,+0.2ppt
Total Minutes in the quarter to (bn),7.86,6.28,25.2%,1.48,1.84,-19.6%,0.85,0.62,37.1%,0.03,0.01,+233%
SMS Market Share (%),89.90,91.60,-1.7ppt,8.80,6.90,+1.9ppt,1.10,1.30,-0.2ppt,0.10,0.10,-
Total SMS in the quarter to (bn),5.80,6.00,-3.3%,0.58,0.45,+28.9%,0.07,0.09,-22.2%,0.01,-,-
Mobile Data Market Share (%),60.80,65.00,-4.2ppt,21.10,18.50,+2.6ppt,11.20,13.00,-1.8ppt,6.80,0.60,+6.2ppt
