"2016
Shs’000",Column
-,
-,
-,
-,"-
808,072
78,114
121,856
3,261
-
(11,488)"
"640,598",
"94,364",
"195,783",
"5,617",
"114,249",
"(234,218)",
"816,393","999,815
7,258,786"
-,
"816,393","8,258,601"
