Condensed consolidated Statement of Comprehensive Income,Group,Column,%
Kshs ‘000,30-Sep-15,30-Sep-14,Change
,,"75,595,834
3,739,889
-",
,"84,913,683",,12.3%
,"3,868,820",,3.4%
,"8,441,772",,-
,"97,224,275","79,335,723
552,490
(28,917,853)
-
(17,442,953)",22.5%
,"76,611",,(86.1%)
,"(30,022,259)",,3.8%
,"(8,441,772)",,-
,"(19,998,487)",,14.7%
,"38,838,368","33,527,407
(12,585,248)
166,322
(1,960)",15.8%
,"(13,545,517)",,7.6%
,"1,020,715",,>100%
,"89,163",,>100%
,"26,402,730","21,106,521
(6,395,072)",25.1%
,"(8,324,414)",,30.2%
,"18,078,315","14,711,449",22.9%
,"18,078,315","14,711,449",22.9%
,0.45,0.37,22.9%
,0.45,0.37,22.9%
Condensed consolidated Statement of Financial Position,Group,,%
Kshs ‘000,30-Sep-15,31-Mar-15,Change
,,"4,203,311
74,431,346
25,641,874",
,"4,203,311",,-
,"92,509,661",,24.3%
,-,,-
,"96,712,972","104,276,531",(7.3%)
,"203,570","490,762",(58.5%)
,"96,916,542","104,767,293",(7.5%)
,,"124,367,073",
,"131,088,153",,5.4%
,,"8,258,601
10,301,643
14.030,309
-",
,"2,198,936",,(73.4%)
,"21,120,683",,>100%
,"21,235,817",,51.4%
,"8,854",,-
,"44,564,290","32,590,553",36.7%
,,"41,423,899
617,216
10,149,218
-",
,"44,335,329",,7.0%
,"882,452",,43.0%
,"7,876,246",,(22.4%)
,"25,641,874",,-
,"78,735,901","52,190,333",50.9%
,"(34,171,611)
96,916,542","(19,599,780)
104,767,293","74.3%
(7.5%)"
Condensed consolidated Statement of Cash Flows,Group,,%
Kshs ‘000,30-Sep-15,30-Sep-14,Change
,,"35,429,920
(266,525)
73,741
(7,651,256)",
,"37,647,624",,6.3%
,"(79,008)",,(70.4%)
,"332,396",,>100%
,"(8,241,156)",,7.7%
,"29,659,856","27,585,880
(14,836,832)
(144,462)",7.5%
,"(19,973,192)",,34.6%
,"(2,560,164)",,>100%
,"7,126,500","12,604,586",(43.5%)
,,"15,881,067
12,604,586",
,"11,916,371",,(25.0%)
,"7,126,500",,(43.5%)
,"19,042,871","28,485,653",(33.1%)
