Monetary,Column,Total
*ETB’Mn,,*ETB’Mn
"31,466.7","180,599.7
(712.5)","212,066.4"
"(108,035.2)",,"(108,747.7)"
"(76,568.5)","179,887.2","103,318.7"
,,"186,086.4"
,,"(93,638.2)"
,,"92,448.2"
,,"10,870.5"
,,129.3
,,125.3
,,1.03
,,"11,222.3"
