Group,Column,Company
2017,"2016
Shs’000
1,192,617
3,994,729
1,009,696",2017
Shs’000,,Shs’000
"3,905,387",,"3,905,387"
"1,320,330",,"1,320,330"
"729,506",,"595,045"
"5,955,223","6,197,042","5,820,762"
