"2025
KShs’m",Column,"2025
KShs’m"
"(50,166.7)","(43,559.4)
1,222.9
1,534.5
(1,227.0)","(49,050.0)"
(524.1),,(523.9)
"3,203.4",,"3,242.2"
34.1,,34.1
"(47,453.3)","(42,029.0)","(46,297.6)"
"93,210.5",,"141,251.7"
"(27,963.2)",,"(42,375.5)"
"3,266.4",,687.1
"(7,627.5)",,"(4,119.4)"
(524.1),,(523.9)
34.1,,34.1
"(14,639.0)",,–
"(47,453.3)",,"(46,297.6)"
