ARPU,Average revenue per user
CAGR,Compound Annual Growth Rate
Churn,Total gross customer disconnections in the period divided by the average total customers in the period
CVM,Customer Value Management
2G,Second-generation Technology
3G,Third-generation Technology
4G,Fourth-generation Technology
FTTH,Fibre to the Home
Bn,Billion
LNM,Lipa na M-PESA
LTE,Long-Term Evolution
Mn,Million
MTR,Mobile Termination Rate
MSMEs,Micro Small and Medium Enterprises
IFRS,International Financial Reporting Standards
IoT,Internet of Things
MB,Megabyte
Ppt,Percentage points
SMS,Short Message Service
ROU,Rights of Use
Trn,Trillion
AML,Anti-money Laundering
KYC,Know Your Customer
YoY,Year-on-year
AI,Artificial Intelligence
GBs,Gigabytes
