"Current
KShs’m","Non-
current
KShs’m","Total
KShs’m"
"5,354.9","29,984.0","35,338.9"
"3,439.3","20,273.6","23,712.9"
"5,820.0",–,"5,820.0"
"(7,240.3)",–,"(7,240.3)"
(682.2),–,(682.2)
–,"1,270.8","1,270.8"
(280.7),"(3,054.1)","(3,334.8)"
"6,411.0","48,474.3","54,885.3"
"5,508.4
10,520.7
2,875.9
(17,794.1)
4,274.7
–
(30.7)","14,584.9
13,927.2
–
–
–
731.1
740.8",
"5,354.9","29,984.0",
