GROUP,Column,Column,Column
"2022 2021 2022 2021
KShs’m KShs’m KShs’m KShs’m",,,
"12,618.4","15,864.7
9,043.7
1,832.4","12,618.4","15,864.7
8,852.9
1,321.5"
"9,891.1",,"6,923.9",
"8,284.7",,"6,029.4",
"30,794.2","26,740.8","25,571.7","26,039.1"
