"2025
KShs’m"
"373,492.5"
"6,985.8"
"380,478.3"
"(95,716.2)"
"(11,206.4)"
"(68,627.3)"
"204,928.4"
"(40,000.0)"
(323.6)
"(2,852.0)"
"(4,405.3)"
"157,347.5"
"2,341.7"
"(17,241.0)"
25.0
13.2
"(1,234.7)"
–
"141,251.7"
"(46,297.6)"
"94,954.1"
"94,954.1"
–
"94,954.1"
2.4
2.4
"94,954.1"
–
–
"94,954.1"
"94,954.1"
–
"94,954.1"
