"2024
KShs’m",Column,"2024
KShs’m"
"39,760.0","36,083.1
7,409.2
2,063.1","39,760.0"
"3,497.8",,–
"1,795.8",,"1,795.8"
"45,053.6","45,555.4","41,555.8"
"63,093.2","42,050.0","36,110.8"
"108,146.8","87,605.4","77,666.6"
