Year ended March 31 2018,"April 1 2017
Shs’m","Credit/(charged)
to SOCI
Shs’m","March 31 2018
Shs’m"
,,,(606)
,,,(17)
,,,(623)
,,,3
,,,"2,767"
,,,13
,,,"2,783"
,,,"2,160"
