(b) Company,Column,Column,Column
,,"-
-",
,"28,727,099",,"28,727,099"
,"16,544,151",,"16,544,151"
,"45,271,250",-,"45,271,250"
,,-,
,"33,836,499",,"33,836,499"
,"33,836,499",-,"33,836,499"
