"28,443,588
(9,708,937)",Column,"583,451
(412,332)",Column,"38,082,726
(11,221,486)"
"18,734,651","7,407,899","171,119","547,571","26,861,240"
"18,734,651
6,512,787
6,314,773
-
(4,946,278)","7,407,899
4,213,212
(6,625,809)
-
-","171,119
8,794
310,318
-
(138,439)","547,571
667,350
718
(3,425)
(383,958)","26,861,240
11,402,143
-
(3,425)
(5,468,675)"
"26,615,933","4,995,302","351,792","828,256","32,791,283"
"41,271,148
(14,655,215)","4,995,302
-","902,563
(550,771)","2,312,431
(1,484,175)","49,481,444
(16,690,161)"
"26,615,933","4,995,302","351,792","828,256","32,791,283"
