"Share Share Retained Proposed Total
capital premium earnings dividend equity
KShs’m KShs’m KShs’m KShs’m KShs’m",Column,Column,Column,Column
"2,003.3 2,200.0 81,038.6 56,091.6 141,333.5
– – 67,956.6 – 67,956.6",,,,
"– – – (56,091.6) (56,091.6)
– – (18,029.4) (18,029.4)
– – (36,860.2) 36,860.2 –",,,,
"– – (54,889.6) (19,231.4) (74,121.0)",,,,
"2,003.3 2,200.0 94,105.6 36,860.2 135,169.1",,,,
"2,003.3","2,200.0","94,105.6","36,860.2","135,169.1"
–,–,"71,789.4",–,"71,789.4"
–,–,–,"(36,860.2)","(36,860.2)"
,,"(25,641.9)",–,"(25,641.9)"
–,–,"(30,049.1)","30,049.1",–
–,–,"(55,691.0)","(6,811.1)","(62,502.1)"
"2,003.3","2,200.0","110,204.0","30,049.1","144,456.4"
