"2024
KShs’m",Column,"2024
KShs’m"
(153.4),"(147.4)
(284.3)
(1,173.5)
(304.4)
(10.3)
(25.3)
(886.1)
(19,116.5)
(4,593.7)
(1,793.4)",(153.4)
(174.6),,25.2
(997.6),,(169.8)
(474.9),,(474.0)
(109.1),,(97.2)
(79.5),,(79.3)
"(1,086.7)",,(938.8)
"(21,572.8)",,"(19,609.4)"
"(3,751.0)",,(373.7)
"(2,137.4)",,"(1,857.0)"
"(30,537.0)","(28,334.9)","(23,727.4)"
