"2015
Shs’000","2014
Shs’000
144,672,477
126,625
(51,963,714)
(31,892,090)"
"163,364,121",
"575,604",
"(56,708,576)",
"(36,039,990)",
"71,191,159","60,943,298
(21,281,441)
(4,083,905)
(153,890)
(267,995)"
"(21,850,707)",
"(2,849,518)",
"(542,902)",
"(327,032)",
"45,621,000","35,156,067
(1,882,358)
1,695,412
15,309
-"
"(1,347,720)",
"1,772,589",
"(4,041)",
"107,717",
"46,149,545","34,984,430
(11,966,89)"
"(14,278,242)",
"31,871,303","23,017,540
-"
-,
"31,871,303","23,017,540"
,"23,017,540
-"
"31,871,303",
-,
"31,871,303","23,017,540"
,0.57
0.80,
