HY24,HY23
"90,494.4","80,108.8"
"(6,370.4)","(8,063.8)"
"(2,501.6)","(2,854.8)"
(186.9),(0.9)
(89.4),(43.7)
"81,346.1","69,145.6"
"(24,443.0)","(18,036.1)"
97.7,44.0
"57,000.8","51,153.6"
"(4,010.1)","(2,332.9)"
"(23,366.8)","(27,202.5)"
"29,623.9","21,618.2"
