FY25
"81,958.9"
"12,559.4"
"78,521.4"
"161,131.2"
"8,136.7"
"12,309.1"
"354,616.7"
"16,798.7"
"371,415.4"
"13,018.0"
–
"4,255.5"
"388,688.9"
"(101,081.3)"
"(11,146.0)"
–
"276,461.6"
"(104,310.7)"
"172,150.9"
"(68,100.8)"
"104,050.0"
"(20,909.4)"
"(1,177.5)"
25.0
"11,222.3"
"93,210.4"
"(47,453.3)"
"45,757.2"
"69,798.7"
"(24,041.5)"
"45,757.2"
1.74
"45,757.2"
"(153,790.2)"
"(153,790.2)"
"(108,033.0)"
"(9,668.2)"
"(98,364.8)"
"(108,033.0)"
"31,519.7"
"48,078.5"
