Group,Column,Company,Column
FY25,FY24,FY25,FY24
"81,958.9","80,541.1
12,319.2
67,404.3
140,006.7
8,567.6
11,552.0
320,390.9
14,962.2
335,353.1
10,540.3
3,553.8
349,447.2
(97,046.9)
(5,807.4)
246,592.9
70.6%
(83,300.3)
163,292.6
46.7%
(82,947.8)
80,344.8
23.0%
(16,641.5)
(1,379.1)
-
22,363.2
84,687.4
(42,029.0)","80,784.7",
"12,559.4",,"12,477.4",
"78,521.4",,"72,863.2",
"161,131.2",,"157,736.0",
"8,136.7",,"7,856.5",
"12,309.1",,"12,074.5",
"354,616.7",,"343,792.3",
"16,798.7",,"17,065.0",
"371,415.4",,"360,857.3",
"13,018.0",,"12,635.2",
"4,255.5",,"6,985.8",
"388,688.9",,"380,478.3",
"(101,081.3)",,"(95,716.2)",
"(11,146.0)",,"(11,206.4)",
"276,461.6",,"273,555.7",
71.1%,,71.9%,
"(104,310.7)",,"(68,627.3)",
"172,150.9",,"204,928.4",
44.3%,,53.9%,
"(68,100.8)",,"(47,580.9)",
"104,050.1",,"157,347.5",
26.8%,,41.4%,
"(20,909.4)",,"(14,899.4)",
"(1,177.5)",,"(1,221.5)",
25.0,,25.0,
"11,222.3",,-,
"93,210.5",,"141,251.6",
"(47,453.3)",,"(46,297.5)",
"45,757.2","42,658.4","94,954.1",
,"62,991.7
(20,333.3)",,
"69,798.7",,"94,954.1",
"(24,041.5)",,-,
"45,757.2","42,658.4","94,954.1",
1.74,1.57,2.37,
"45,757.2","42,658.4","94,954.1",
,"(7,278.1)",,
"(153,790.2)",,-,
"(153,790.2)","(7,278.1)",-,
"(108,033.0)","35,380.3
59,230.9
(23,850.6)","94,954.1",
"(9,668.2)",,"94,954.1",
"(98,364.8)",,-,
"(108,033.0)","35,380.3","94,954.1",
