Group,Column,Company,Column
FY25,FY24,FY25,FY24
(375.4),"(305.4)
(201.4)
(2,643.1)
(417.3)
(30,537.0)
(83.3)
(5,756.7)
(596.1)
(26,187.2)
(1,547.2)
(4,478.9)
(836.4)
558.9
(10,269.2)",(361.5),
(123.8),,(45.6),
"(3,063.2)",,"(3,068.3)",
(343.5),,(341.1),
"(29,055.0)",,"(25,383.2)",
(80.9),,(59.4),
"(5,426.7)",,"(5,298.1)",
"(3,306.7)",,"(2,943.6)",
"(24,124.6)",,"(19,456.4)",
"(1,085.8)",,(722.7),
"(5,067.3)",,"(3,003.8)",
(927.2),,(797.2),
"(20,871.3)",,123.7,
"(10,459.3)",,"(7,270.1)",
"(104,310.7)","(83,300.3)","(68,627.3)",
