31 March 2025,Column,Column
"At a point
in time
KShs’m","Over time
KShs’m","Total
KShs’m"
"157,736.0",–,"157,736.0"
–,"80,784.7","80,784.7"
–,"72,863.2","72,863.2"
–,"17,065.0","17,065.0"
–,"12,477.4","12,477.4"
–,"4,696.7","4,696.7"
–,"3,159.8","3,159.8"
–,"12,074.6","12,074.6"
"157,736.0","203,121.4","360,857.4"
"10,700.2",–,"10,700.2"
–,"1,934.9","1,934.9"
"168,436.2","205,056.3","373,492.5"
