GROUP,Column,Column,Column
"2022 2021 2022 2021
KShs’m KShs’m KShs’m KShs’m",,,
"30,779.6","26,736.1
(14,772.0)
(16,073.7)","25,560.6","26,035.9
(14,772.0)
(16,073.7)"
"(65,310.8)",,"(65,310.8)",
"(20,093.4)",,"(19,516.6)",
"(54,624.6)","(4,109.6)","(59,266.8)","(4,809.8)"
"30,779.6","26,736.1
(30,845.7)","25,560.6","26,035.9
(30,845.7)"
"(85,404.2)",,"(84,827.4)",
"(54,624.6)","(4,109.6)","(59,266.8)","(4,809.8)"
