RESOLUTION,FOR,AGAINST,ABSTAIN
"1) To receive, consider and adopt the audited Financial Statements for the year ended 31 March 2023
together with the Chairman’s, Directors’ and Auditors’ reports thereon.",,,
"2) To note the payment of an interim dividend of KShs 0.58 per share which was paid to shareholders on or
about 31 March 2023 and to approve a final dividend of KShs 0.62 per share for the Financial Year
ended 31 March 2023 as recommended by the Directors. The dividend will be payable on or about
31 August 2023 to the Shareholders on the Register of Members as at the close of business on
28 July 2023.",,,
"3) To re-appoint Ms. Winnie Ouko who retires at this meeting in accordance with the provisions of Articles 90
and 91 of the Company’s Articles of Association, and, being eligible, offers herself for re-election.",,,
"4) To re-appoint Ms. Ory Okolloh who retires at this meeting having been appointed in the course of the
financial year, and being eligible, offers herself for re-election.",,,
"5) To elect the following Directors, being members of the Board Audit Committee to continue to serve as
members of the said Committee:-
Ms Rose Ogega; Ms Winnie Ouko; Ms Raisibe Morathi and Ms Ory Okolloh",,,
"6) To approve the Directors’ Remuneration Policy contained in the Directors’ Remuneration Report for the year
ended 31 March 2023.",,,
"7) To approve the Directors’ Remuneration Report (other than the part relating to the Directors’ Remuneration
Policy), and the remuneration paid to the Directors, for the year ended 31 March 2023.",,,
"8) To re-appoint Messrs Ernst & Young as Auditors of the Company in accordance with the provisions of
Section 721 (2) of the Companies Act, 2015 and to authorise the Directors to fix their remuneration for the
ensuing financial year in accordance with the provisions of Section 724 (1) of the Companies Act, 2015.",,,
"9) Special Business
To consider and if thought fit to pass the following resolutions as ordinary resolutions, as recommended by
the Directors:-
Approvals under Paragraph G.06 of the Fifth Schedule of the Capital Markets (Securities)
(Public Offers, Listing and Disclosures) Regulations 2002.
For the purposes of Paragraph G.06 of the Fifth Schedule of the Capital Markets (Securities) (Public Offers,
Listing and Disclosures) Regulations 2002 to consider, and if thought fit, to pass the following resolutions as
Ordinary Resolutions in regard to the business of Safaricom PLC and in the interests of Safaricom PLC:",,,
"a) That the incorporation of a new operating company in Ethiopia known as Safaricom M-PESA Mobile
Financial Services PLC, to deliver and provide mobile financial services in Ethiopia, resulting in this new
entity becoming a wholly owned subsidiary of Safaricom Ethiopia Telecommunication and ultimately a
resultant subsidiary of Safaricom PLC, be and is hereby ratified and approved.",,,
"b) That the acquisition by Safaricom PLC of the entire issued share capital of M-PESA Holding Company
Limited from Vodafone International Holdings BV be and is hereby ratified and approved.",,,
"c) That the incorporation of a company limited by guarantee to invest in seed stage startups to support the
development and growth of technology entrepreneurs and build reputation and trust within the tech
community in Kenya be and is hereby approved.",,,
"d) That the incorporation of a private limited company (or alternatively the repurposing of an existing
subsidiary) to invest in growth stage startups (scale-ups) and initiatives that enable achievement of
Safaricom PLC’s strategic mission for a financial return (profit) be and is hereby approved.",,,
