FY25,Column
"205,782.6",
"1,490.3",
"(6,794.0)",
(476.5),
(35.7),
"200,919.7",
"(52,112.2)",
41.1,
"148,849.5","128,594.8
(8,767.0)
(43,700.6)"
"(10,279.0)",
"(48,626.3)",
"89,944.2","76,127.1"
