"2025
KShs’m"
"15,191.7"
"1,656.5"
"9,285.2"
460.1
"12,809.1"
"6,777.8"
"3,152.3"
"2,507.9"
"51,840.6"
"48,962.1"
"2,878.5"
"51,840.6"
