GROUP,Column,Column,Column
"2022 2021 2022 2021
KShs’m KShs’m KShs’m KShs’m",,,
,"87.2
46.3
73,389.0
735.7
316.9
–
6.9
2.9
0.3
–
–
114.3
18.2
12.0
4.6
9.9
4.4
172.2
–
–
–
–
–",,"87.2
46.3
73,389.0
735.7
316.9
–
6.9
2.9
0.3
–
–
114.3
18.2
12.0
4.6
9.9
4.4
172.2
786.2
113.0
–
–
119.8"
69.5,,69.5,
49.6,,49.6,
"96,826.8",,"96,826.8",
508.7,,508.7,
292.9,,292.9,
95.7,,95.7,
13.5,,13.5,
10.3,,10.3,
0.6,,0.6,
0.4,,0.4,
0.7,,0.7,
–,,–,
9.2,,9.2,
–,,–,
0.3,,0.3,
9.2,,9.2,
35.7,,35.7,
628.0,,628.0,
–,,810.8,
–,,251.4,
–,,124.6,
–,,725.7,
–,,–,
"98,551.1","74,920.8","100,463.6","75,939.8"
