"2025
KShs’m"
"77,666.6"
"28,000.0"
"11,968.0"
"(12,764.8)"
"(24,415.5)"
–
–
–
"80,454.3"
"39,500.0"
–
999.0
"40,499.0"
"39,955.3"
"80,454.3"
