Column,"10,851.4
(2,828.7)",Column
"16,504.8",,"14,826.6"
"(5,315.7)",,"(5,160.0)"
"11,189.1","8,022.7","9,666.6"
"2,475.4","1,511.0
(11.7)","2,874.3"
(17.4),,(911.7)
"2,458.0","1,499.3","1,962.6"
"4,087.5","4,202.6
–","3,973.8"
(30.4),,(21.1)
"4,057.1","4,202.6","3,952.7"
"3,147.3","2,864.2","3,147.2"
"1,568.9","614.0
(12.5)","1,568.9"
(72.5),,(72.5)
"1,496.4",601.5,"1,496.4"
"22,347.9","17,190.3","20,225.5"
