Group,Column,Company,Column
30-Sep-23,31-Mar-23,30-Sep-23,31-Mar-23
"15,813.3","15,337.0","15,814.7","15,338.0"
"261,143.7","221,987.6","146,911.6","141,803.5"
"53,424.2","36,885.5","18,502.8","17,691.3"
"2,142.3","2,283.0","2,142.3","2,283.0"
935.0,935.0,935.0,935.0
"203,913.8","150,198.8","16,992.2","14,163.0"
-,-,"97,781.7","78,013.4"
"3,603.1","3,943.9","3,531.5","3,943.9"
"2,382.0","1,852.7","1,748.2","1,578.3"
"2,777.7","1,588.4","2,777.7","1,588.4"
"1,551.6","1,759.6","1,551.6","1,759.6"
-,-,558.4,565.5
"547,686.7","436,771.5","309,247.7","279,662.0"
"20,458.8","22,098.1","12,802.5","18,061.9"
"44,651.9","40,791.5","32,140.9","23,862.0"
"3,587.0","3,655.6","2,443.2","2,231.5"
"1,580.2",851.6,"1,424.6",-
671.1,615.1,-,-
-,28.6,-,-
273.9,-,-,-
"5,219.3","4,395.0","4,835.9","4,236.3"
"76,442.2","72,435.5","53,647.1","48,391.7"
"624,128.9","509,207.0","362,894.8","328,053.7"
"2,003.3","2,003.3","2,003.3","2,003.3"
"2,200.0","2,200.0","2,200.0","2,200.0"
"153,856.9","121,823.6","177,674.3","137,065.2"
"63,827.5","36,688.4",-,-
-,"24,840.6",-,"24,840.6"
"221,887.7","187,555.9","181,877.6","166,109.1"
"123,663.1","75,810.0",-,-
"345,550.8","263,365.9","181,877.6","166,109.1"
"59,203.4","42,050.0","46,110.8","38,533.6"
"1,701.6","1,607.8","1,701.6","1,607.8"
"5,216.6","4,462.8","3,595.8","3,410.7"
"22,177.5","27,359.3",-,-
"42,667.6","29,984.0","18,071.6","17,070.1"
-,-,960.4,960.4
"130,966.7","105,463.9","70,440.2","61,582.6"
"77,386.6","72,688.2","45,356.4","44,298.6"
-,"2,408.8",-,192.2
"46,242.4","43,492.3","43,651.0","35,500.0"
"1,563.1","1,783.0","1,563.1","1,783.0"
"6,737.4","5,354.9","5,298.2","4,376.6"
"4,524.1","4,524.1","4,524.1","4,524.1"
273.9,-,-,-
"10,883.9","10,125.9","10,184.2","9,687.5"
"147,611.4","140,377.2","110,577.0","100,362.0"
"278,578.1","245,841.1","181,017.2","161,944.6"
"624,128.9","509,207.0","362,894.8","328,053.7"
