"2025
KShs’m",Column,"2025
KShs’m"
,"143.3
80.6
223.9
3,318.6",
156.5,,156.5
112.1,,–
268.6,,156.5
"6,778.1",,"6,778.1"
"6,778.1","3,318.6","6,778.1"
"7,046.7",,"6,934.6"
143.3,,143.3
13.2,,13.2
–,,–
156.5,,156.5
–,,–
–,,–
–,,–
