RESOLUTION,FOR,AGAINST,ABSTAIN
"1) To receive, consider and adopt the audited Financial Statements for the year ended
31 March 2021 together with the Chairman’s, Directors’ and Auditors’ reports thereon.",,,
"2) To note the payment of an interim dividend of KSh 0.45 per share paid on or about
31st March 2021 and to approve a final dividend of Kshs 0.92 per share for the
Financial Year ended 31st March 2021 as recommended by the Directors. The
dividend will be payable on or about 31st August 2021 to the Shareholders on the
Register of Members as at the close of business on 30th July 2021.",,,
"3) To re-appoint Directors
a) To re-appoint Dr Bitange Ndemo who retires at this meeting in accordance with
the provisions of Articles 90 and 91 of the Company’s Articles of Association,
and, being eligible, offers himself for re-election.",,,
"b) T o re-appoint Ms Winnie Ouko who retires at this meeting having been appointed in
the course of the financial year, and, being eligible, offers herself for re-election.",,,
"4) To elect the following Directors, being members of the Board Audit, Risk and
Compliance Committee to continue to serve as members of the said Committee:
• Ms Rose Ogega; Dr Bitange Ndemo; Mr Sitholizwe Mdlalose; Mr Christopher
Kirigua; Ms Raisibe Morathi and Ms Winnie Ouko.",,,
"5) To approve the Directors’ Remuneration Report and the remuneration paid to the
Directors for the year ended 31st March 2021.",,,
"6) To re-appoint Messrs Ernst & Young as Auditors of the Company in accordance with
the provisions of Section 721 (2) of the Companies Act, 2015 and to authorize the
Directors to fix their remuneration for the ensuing financial year in accordance with
the provisions of Section 724 (1) of the Companies Act, 2015.",,,
