Group,Column,Company
2017,"2016
Shs’000
3,210,969
883,497
8,981,584
3,229,945
2,757,763
359,961
9,969,745
6,851,483
1,469,850
2,354,185",2017
Shs’000,,Shs’000
"3,177,395",,"3,097,609"
"868,505",,"1,045,470"
"6,618,855",,"6,618,855"
"3,804,516",,"3,804,516"
"3,930,183",,"3,930,183"
"535,516",,"535,516"
"10,522,377",,"10,515,235"
"2,897,525",,"2,878,803"
"1,699,243",,"1,699,243"
"2,513,183",,"2,513,333"
"36,567,298","40,068,982","36,638,763"
