"2021 2020
KShs’m KShs’m",Column
(514.1),"898.1
1,506.1"
"7,435.9",
"6,921.8","2,404.2"
"4,333.90","1,783.4
360.0
353.1"
700.2,
"1,991.6",
"2,691.8",713.1
(103.9),(92.3)
"6,921.8","2,404.2"
