Service Revenue,Column,+ 11.7%,+13.4%,+13.4%
,EBITDA,+16.6%,+16.8%,+19.2%
,EBIT,+20.4%,-5.5%,+0.5
,Net Income Excluding Ministry Income,+13.7%,+12.3%,+4.2%
