"Borrowings
KShs’m","Lease
liabilities
KShs’m","Sub
total
KShs’m","Cash and
cash
equivalents
KShs’m","Net debt
KShs’m"
"(87,605.4)","(35,338.9)","(122,944.3)","22,108.5","(100,835.8)"
"(65,841.3)","(23,712.9)","(89,554.2)","(1,154.6)","(90,708.8)"
"41,103.9","7,240.3","48,344.2",–,"48,344.2"
–,682.2,682.2,–,682.2
"(12,644.3)","(5,820.0)","(18,464.3)",–,"(18,464.3)"
"12,776.5",–,"12,776.5",–,"12,776.5"
"3,928.8","(1,270.8)","2,658.0",–,"2,658.0"
–,"3,334.8","3,334.8","1,923.5","5,258.3"
135.0,,135.0,,135.0
"(108,146.8)","(54,885.3)","(163,032.1)","22,877.4","(140,154.7)"
"(66,468.7)
(62,238.1)
42,777.2
–
(7,786.6)
6,924.4
(770.5)
–
(43.1)","(20,093.3)
(24,447.9)
17,794.1
(4,274.7)
(2,875.9)
–
(731.1)
(710.1)
–","(86,562.0)
(86,686.0)
60,571.3
(4,274.7)
(10,662.5)
6,924.4
(1,501.6)
(710.1)
(43.1)","30,794.2
(9,213.0)
–
–
–
–
–
527.3
–",
"(87,605.4)","(35,338.9)","(122,944.3)","22,108.5",
